n,sat,algorithm,time
320,0.4,HC,0.358
320,0.6,HC,0.465
320,0.8,HC,0.465
320,0.95,HC,0.43
330,0.2,HC,103.074
330,0.3,HC,2.94
330,0.4,HC,0.232
330,0.6,HC,0.305
330,0.8,HC,0.336
330,0.95,HC,0.342
340,0.2,HC,16.195
340,0.3,HC,0.201
340,0.4,HC,0.279
340,0.6,HC,0.485
340,0.8,HC,0.363
340,0.95,HC,0.397
350,0.2,HC,178.287
350,0.3,HC,0.216
350,0.4,HC,0.278
350,0.6,HC,0.356
350,0.8,HC,0.43
350,0.95,HC,0.532
360,0.2,HC,76.785
360,0.3,HC,0.251
360,0.4,HC,0.297
360,0.6,HC,0.519
360,0.8,HC,0.436
360,0.95,HC,0.443
370,0.2,HC,57.569
370,0.3,HC,7.432
370,0.4,HC,0.343
370,0.6,HC,0.405
370,0.8,HC,0.654
370,0.95,HC,0.494
380,0.2,HC,0.314
380,0.3,HC,0.286
380,0.4,HC,0.42
380,0.6,HC,0.506
380,0.8,HC,0.539
380,0.95,HC,0.549
390,0.2,HC,0.665
390,0.3,HC,0.305
390,0.4,HC,0.379
390,0.6,HC,0.482
390,0.8,HC,0.548
390,0.95,HC,0.642
400,0.2,HC,1.013
400,0.3,HC,0.331
400,0.4,HC,0.652
400,0.6,HC,0.55
400,0.8,HC,0.608
400,0.95,HC,0.646
410,0.2,HC,0.423
410,0.3,HC,0.451
410,0.4,HC,0.452
410,0.6,HC,0.655
410,0.8,HC,0.788
410,0.95,HC,0.654
420,0.2,HC,0.648
420,0.3,HC,2.487
420,0.4,HC,0.456
420,0.6,HC,0.603
420,0.8,HC,0.715
420,0.95,HC,0.718
430,0.2,HC,5.868
430,0.3,HC,6.281
430,0.4,HC,0.641
430,0.6,HC,0.634
430,0.8,HC,0.718
430,0.95,HC,0.748
440,0.2,HC,300
440,0.3,HC,0.483
440,0.4,HC,0.538
440,0.6,HC,0.684
440,0.8,HC,0.905
440,0.95,HC,0.91
450,0.2,HC,1.187
450,0.3,HC,1.104
450,0.4,HC,0.589
450,0.6,HC,0.78
450,0.8,HC,0.838
450,0.95,HC,0.884
460,0.2,HC,152.692
460,0.3,HC,0.772
460,0.4,HC,0.598
460,0.6,HC,0.863
460,0.8,HC,0.942
460,0.95,HC,0.946
470,0.2,HC,300
470,0.3,HC,0.679
470,0.4,HC,0.746
470,0.6,HC,0.851
470,0.8,HC,0.976
470,0.95,HC,1.034
480,0.2,HC,31.026
480,0.3,HC,0.887
480,0.4,HC,1.472
480,0.6,HC,1.295
480,0.8,HC,1.061
480,0.95,HC,1.176
490,0.2,HC,0.835
490,0.3,HC,0.682
490,0.4,HC,4.406
490,0.6,HC,1.336
490,0.8,HC,1.143
490,0.95,HC,1.209
500,0.2,HC,0.602
500,0.3,HC,0.629
500,0.4,HC,0.794
500,0.6,HC,1.057
500,0.8,HC,1.195
500,0.95,HC,1.3
10,0.2,HC,0
10,0.3,HC,0
10,0.4,HC,0
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0
20,0.3,HC,0.001
20,0.4,HC,0
20,0.6,HC,0
20,0.8,HC,0
20,0.95,HC,0
30,0.2,HC,0.001
30,0.3,HC,0
30,0.4,HC,0
30,0.6,HC,0
30,0.8,HC,0
30,0.95,HC,0
40,0.2,HC,300
40,0.3,HC,0.001
40,0.4,HC,0
40,0.6,HC,0
40,0.8,HC,0
40,0.95,HC,0.001
50,0.2,HC,0.003
50,0.3,HC,0.001
50,0.4,HC,0.002
50,0.6,HC,0.001
50,0.8,HC,0.001
50,0.95,HC,0.001
60,0.2,HC,8.355
60,0.3,HC,0.004
60,0.4,HC,0.002
60,0.6,HC,0.002
60,0.8,HC,0.002
60,0.95,HC,0.003
70,0.2,HC,0.004
70,0.3,HC,0.122
70,0.4,HC,0.002
70,0.6,HC,0.003
70,0.8,HC,0.004
70,0.95,HC,0.003
80,0.2,HC,0.002
80,0.3,HC,0.005
80,0.4,HC,0.006
80,0.6,HC,0.005
80,0.8,HC,0.005
80,0.95,HC,0.005
90,0.2,HC,0.049
90,0.3,HC,0.004
90,0.4,HC,0.004
90,0.6,HC,0.011
90,0.8,HC,0.006
90,0.95,HC,0.007
100,0.2,HC,0.012
100,0.3,HC,18.813
100,0.4,HC,0.008
100,0.6,HC,0.009
100,0.8,HC,0.009
100,0.95,HC,0.011
110,0.2,HC,61.966
110,0.3,HC,0.05
110,0.4,HC,0.01
110,0.6,HC,0.011
110,0.8,HC,0.013
110,0.95,HC,0.012
120,0.2,HC,0.023
120,0.3,HC,0.009
120,0.4,HC,0.011
120,0.6,HC,0.014
120,0.8,HC,0.016
120,0.95,HC,0.018
130,0.2,HC,0.032
130,0.3,HC,0.013
130,0.4,HC,0.013
130,0.6,HC,0.019
130,0.8,HC,0.02
130,0.95,HC,0.021
140,0.2,HC,0.019
140,0.3,HC,0.021
140,0.4,HC,0.021
140,0.6,HC,0.022
140,0.8,HC,0.024
140,0.95,HC,0.025
150,0.2,HC,0.018
150,0.3,HC,0.02
150,0.4,HC,0.022
150,0.6,HC,0.031
150,0.8,HC,0.03
150,0.95,HC,0.033
160,0.2,HC,300
160,0.3,HC,0.027
160,0.4,HC,0.031
160,0.6,HC,0.034
160,0.8,HC,0.049
160,0.95,HC,0.04
170,0.2,HC,0.08
170,0.3,HC,0.193
170,0.4,HC,0.036
170,0.6,HC,0.041
170,0.8,HC,0.045
170,0.95,HC,0.065
180,0.2,HC,0.033
180,0.3,HC,0.03
180,0.4,HC,0.041
180,0.6,HC,0.051
180,0.8,HC,0.056
180,0.95,HC,0.057
190,0.2,HC,0.09
190,0.3,HC,0.049
190,0.4,HC,0.043
190,0.6,HC,0.07
190,0.8,HC,0.063
190,0.95,HC,0.083
200,0.2,HC,0.041
200,0.3,HC,0.042
200,0.4,HC,0.052
200,0.6,HC,0.083
200,0.8,HC,0.075
200,0.95,HC,0.078
210,0.2,HC,0.619
210,0.3,HC,0.046
210,0.4,HC,0.136
210,0.6,HC,0.086
210,0.8,HC,0.087
210,0.95,HC,0.091
220,0.2,HC,2.885
220,0.3,HC,0.099
220,0.4,HC,0.073
220,0.6,HC,0.09
220,0.8,HC,0.145
220,0.95,HC,0.1
230,0.2,HC,0.094
230,0.3,HC,0.367
230,0.4,HC,0.126
230,0.6,HC,0.115
230,0.8,HC,0.138
230,0.95,HC,0.126
240,0.2,HC,2.792
240,0.3,HC,0.123
240,0.4,HC,0.087
240,0.6,HC,0.11
240,0.8,HC,0.136
240,0.95,HC,0.132
250,0.2,HC,300
250,0.3,HC,0.198
250,0.4,HC,0.141
250,0.6,HC,0.127
250,0.8,HC,0.146
250,0.95,HC,0.148
260,0.2,HC,0.074
260,0.3,HC,0.098
260,0.4,HC,0.144
260,0.6,HC,0.141
260,0.8,HC,0.161
260,0.95,HC,0.168
270,0.2,HC,300
270,0.3,HC,0.143
270,0.4,HC,0.125
270,0.6,HC,0.162
270,0.8,HC,0.186
270,0.95,HC,0.19
280,0.2,HC,0.089
280,0.3,HC,0.684
280,0.4,HC,0.148
280,0.6,HC,0.184
280,0.8,HC,0.199
280,0.95,HC,0.214
290,0.2,HC,0.158
290,0.3,HC,0.681
290,0.4,HC,0.154
290,0.6,HC,0.221
290,0.8,HC,0.232
290,0.95,HC,0.275
300,0.2,HC,0.19
300,0.3,HC,2.165
300,0.4,HC,0.199
300,0.6,HC,0.256
300,0.8,HC,0.268
300,0.95,HC,0.283
310,0.2,HC,5.149
310,0.3,HC,0.146
310,0.4,HC,0.206
310,0.6,HC,0.239
310,0.8,HC,0.305
310,0.95,HC,0.287
320,0.2,HC,0.124
320,0.3,HC,0.731
320,0.4,HC,0.211
320,0.6,HC,0.276
320,0.8,HC,0.31
320,0.95,HC,0.311
330,0.2,HC,0.474
330,0.3,HC,0.196
330,0.4,HC,0.328
330,0.6,HC,0.309
330,0.8,HC,0.344
330,0.95,HC,0.383
340,0.2,HC,2.198
340,0.3,HC,1.023
340,0.4,HC,0.258
340,0.6,HC,0.33
340,0.8,HC,0.412
340,0.95,HC,0.382
350,0.2,HC,0.17
350,0.3,HC,0.262
350,0.4,HC,0.295
350,0.6,HC,0.345
350,0.8,HC,0.394
350,0.95,HC,0.41
360,0.2,HC,0.351
360,0.3,HC,0.87
360,0.4,HC,0.36
360,0.6,HC,0.431
360,0.8,HC,0.538
360,0.95,HC,0.45
370,0.2,HC,0.241
370,0.3,HC,0.461
370,0.4,HC,0.336
370,0.6,HC,0.446
370,0.8,HC,0.52
370,0.95,HC,0.499
380,0.2,HC,0.237
380,0.3,HC,0.304
380,0.4,HC,0.338
380,0.6,HC,0.451
380,0.8,HC,0.564
380,0.95,HC,0.608
390,0.2,HC,72.054
390,0.3,HC,1.7
390,0.4,HC,0.406
390,0.6,HC,0.513
390,0.8,HC,0.782
390,0.95,HC,0.827
400,0.2,HC,1.017
400,0.3,HC,4.55
400,0.4,HC,0.56
400,0.6,HC,0.527
400,0.8,HC,0.611
400,0.95,HC,0.674
410,0.2,HC,0.334
410,0.3,HC,300
410,0.4,HC,1.614
410,0.6,HC,0.564
410,0.8,HC,0.7
410,0.95,HC,0.735
420,0.2,HC,300
420,0.3,HC,1.038
420,0.4,HC,0.495
420,0.6,HC,0.644
420,0.8,HC,0.735
420,0.95,HC,0.744
430,0.2,HC,1.518
430,0.3,HC,0.531
430,0.4,HC,0.557
430,0.6,HC,0.68
430,0.8,HC,0.79
430,0.95,HC,0.83
440,0.2,HC,0.327
440,0.3,HC,0.498
440,0.4,HC,0.552
440,0.6,HC,0.734
440,0.8,HC,0.869
440,0.95,HC,0.865
450,0.2,HC,0.653
450,0.3,HC,101.362
450,0.4,HC,0.645
450,0.6,HC,0.784
450,0.8,HC,0.901
450,0.95,HC,0.959
460,0.2,HC,5.367
460,0.3,HC,0.508
460,0.4,HC,1.001
460,0.6,HC,1.053
460,0.8,HC,0.955
460,0.95,HC,1.027
470,0.2,HC,1.824
470,0.3,HC,0.711
470,0.4,HC,0.746
470,0.6,HC,0.909
470,0.8,HC,1.02
470,0.95,HC,1.072
480,0.2,HC,159.918
480,0.3,HC,1.147
480,0.4,HC,0.776
480,0.6,HC,1.558
480,0.8,HC,1.417
480,0.95,HC,1.311
490,0.2,HC,0.497
490,0.3,HC,1.073
490,0.4,HC,0.898
490,0.6,HC,1.077
490,0.8,HC,1.226
490,0.95,HC,1.181
500,0.2,HC,1.113
500,0.3,HC,1.364
500,0.4,HC,0.783
500,0.6,HC,1.078
500,0.8,HC,1.212
500,0.95,HC,1.404
10,0.2,HC,0
10,0.3,HC,0
10,0.4,HC,0
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0
20,0.3,HC,0.004
20,0.4,HC,0
20,0.6,HC,0
20,0.8,HC,0
20,0.95,HC,0
30,0.2,HC,300
30,0.3,HC,0
30,0.4,HC,0
30,0.6,HC,0.001
30,0.8,HC,0
30,0.95,HC,0
40,0.2,HC,0
40,0.3,HC,0.001
40,0.4,HC,0.002
40,0.6,HC,0.001
40,0.8,HC,0.001
40,0.95,HC,0.001
50,0.2,HC,0.011
50,0.3,HC,0.002
50,0.4,HC,0.001
50,0.6,HC,0.001
50,0.8,HC,0.001
50,0.95,HC,0.001
60,0.2,HC,0.026
60,0.3,HC,0.002
60,0.4,HC,0.002
60,0.6,HC,0.004
60,0.8,HC,0.002
60,0.95,HC,0.002
70,0.2,HC,0.002
70,0.3,HC,0.018
70,0.4,HC,0.005
70,0.6,HC,0.003
70,0.8,HC,0.005
70,0.95,HC,0.004
80,0.2,HC,0.003
80,0.3,HC,0.005
80,0.4,HC,0.006
80,0.6,HC,0.004
80,0.8,HC,0.005
80,0.95,HC,0.005
90,0.2,HC,0.003
90,0.3,HC,0.031
90,0.4,HC,0.008
90,0.6,HC,0.006
90,0.8,HC,0.008
90,0.95,HC,0.011
100,0.2,HC,0.088
100,0.3,HC,0.018
100,0.4,HC,0.006
100,0.6,HC,0.018
100,0.8,HC,0.016
100,0.95,HC,0.011
110,0.2,HC,300
110,0.3,HC,0.007
110,0.4,HC,0.009
110,0.6,HC,0.011
110,0.8,HC,0.013
110,0.95,HC,0.013
120,0.2,HC,0.007
120,0.3,HC,0.01
120,0.4,HC,0.011
120,0.6,HC,0.014
120,0.8,HC,0.017
120,0.95,HC,0.017
130,0.2,HC,0.659
130,0.3,HC,0.011
130,0.4,HC,0.014
130,0.6,HC,0.018
130,0.8,HC,0.021
130,0.95,HC,0.021
140,0.2,HC,0.01
140,0.3,HC,0.022
140,0.4,HC,0.018
140,0.6,HC,0.024
140,0.8,HC,0.026
140,0.95,HC,0.027
150,0.2,HC,0.023
150,0.3,HC,0.081
150,0.4,HC,0.023
150,0.6,HC,0.029
150,0.8,HC,0.031
150,0.95,HC,0.033
160,0.2,HC,0.02
160,0.3,HC,0.024
160,0.4,HC,0.026
160,0.6,HC,0.062
160,0.8,HC,0.039
160,0.95,HC,0.04
170,0.2,HC,0.018
170,0.3,HC,0.026
170,0.4,HC,0.033
170,0.6,HC,0.041
170,0.8,HC,0.046
170,0.95,HC,0.065
180,0.2,HC,0.367
180,0.3,HC,0.029
180,0.4,HC,0.036
180,0.6,HC,0.048
180,0.8,HC,0.055
180,0.95,HC,0.057
190,0.2,HC,0.036
190,0.3,HC,0.176
190,0.4,HC,0.044
190,0.6,HC,0.106
190,0.8,HC,0.067
190,0.95,HC,0.079
200,0.2,HC,0.571
200,0.3,HC,0.04
200,0.4,HC,1.025
200,0.6,HC,0.066
200,0.8,HC,0.075
200,0.95,HC,0.077
210,0.2,HC,2.771
210,0.3,HC,3.404
210,0.4,HC,0.058
210,0.6,HC,0.078
210,0.8,HC,0.086
210,0.95,HC,0.09
220,0.2,HC,0.882
220,0.3,HC,0.083
220,0.4,HC,0.072
220,0.6,HC,0.09
220,0.8,HC,0.114
220,0.95,HC,0.104
230,0.2,HC,2.376
230,0.3,HC,0.076
230,0.4,HC,0.091
230,0.6,HC,0.101
230,0.8,HC,0.126
230,0.95,HC,0.117
240,0.2,HC,0.618
240,0.3,HC,0.07
240,0.4,HC,0.116
240,0.6,HC,0.112
240,0.8,HC,0.128
240,0.95,HC,0.134
250,0.2,HC,0.23
250,0.3,HC,0.082
250,0.4,HC,0.102
250,0.6,HC,0.128
250,0.8,HC,0.146
250,0.95,HC,0.149
260,0.2,HC,6.449
260,0.3,HC,0.09
260,0.4,HC,0.111
260,0.6,HC,0.143
260,0.8,HC,0.182
260,0.95,HC,0.169
270,0.2,HC,0.071
270,0.3,HC,0.124
270,0.4,HC,0.124
270,0.6,HC,0.163
270,0.8,HC,0.212
270,0.95,HC,0.19
280,0.2,HC,129.801
280,0.3,HC,0.115
280,0.4,HC,0.136
280,0.6,HC,0.178
280,0.8,HC,0.203
280,0.95,HC,0.262
290,0.2,HC,7.14
290,0.3,HC,0.123
290,0.4,HC,0.248
290,0.6,HC,0.272
290,0.8,HC,0.331
290,0.95,HC,0.315
300,0.2,HC,0.456
300,0.3,HC,1.565
300,0.4,HC,0.223
300,0.6,HC,0.235
300,0.8,HC,0.255
300,0.95,HC,0.264
310,0.2,HC,0.231
310,0.3,HC,0.152
310,0.4,HC,0.183
310,0.6,HC,0.254
310,0.8,HC,0.286
310,0.95,HC,0.286
320,0.2,HC,0.191
320,0.3,HC,0.192
320,0.4,HC,0.213
320,0.6,HC,0.28
320,0.8,HC,0.312
320,0.95,HC,0.34
330,0.2,HC,1.587
330,0.3,HC,0.3
330,0.4,HC,0.222
330,0.6,HC,0.298
330,0.8,HC,0.338
330,0.95,HC,0.494
340,0.2,HC,38.719
340,0.3,HC,134.403
340,0.4,HC,0.318
340,0.6,HC,0.317
340,0.8,HC,0.391
340,0.95,HC,0.372
350,0.2,HC,0.882
350,0.3,HC,0.257
350,0.4,HC,12.384
350,0.6,HC,0.344
350,0.8,HC,0.392
350,0.95,HC,0.425
360,0.2,HC,0.182
360,0.3,HC,0.289
360,0.4,HC,0.37
360,0.6,HC,0.381
360,0.8,HC,0.425
360,0.95,HC,0.444
370,0.2,HC,1.028
370,0.3,HC,0.264
370,0.4,HC,0.41
370,0.6,HC,0.407
370,0.8,HC,0.488
370,0.95,HC,0.49
380,0.2,HC,1.187
380,0.3,HC,0.515
380,0.4,HC,0.449
380,0.6,HC,0.44
380,0.8,HC,0.504
380,0.95,HC,0.709
390,0.2,HC,0.932
390,0.3,HC,300
390,0.4,HC,0.364
390,0.6,HC,0.545
390,0.8,HC,0.551
390,0.95,HC,0.559
400,0.2,HC,0.386
400,0.3,HC,0.4
400,0.4,HC,0.395
400,0.6,HC,0.514
400,0.8,HC,0.587
400,0.95,HC,0.604
410,0.2,HC,0.442
410,0.3,HC,0.6
410,0.4,HC,0.419
410,0.6,HC,0.661
410,0.8,HC,0.64
410,0.95,HC,0.653
420,0.2,HC,0.822
420,0.3,HC,0.384
420,0.4,HC,0.462
420,0.6,HC,0.651
420,0.8,HC,0.76
420,0.95,HC,0.71
430,0.2,HC,0.558
430,0.3,HC,26.243
430,0.4,HC,0.764
430,0.6,HC,0.646
430,0.8,HC,0.75
430,0.95,HC,0.777
440,0.2,HC,1.105
440,0.3,HC,0.478
440,0.4,HC,1.281
440,0.6,HC,0.834
440,0.8,HC,0.952
440,0.95,HC,0.805
450,0.2,HC,11.644
450,0.3,HC,0.447
450,0.4,HC,0.554
450,0.6,HC,0.771
450,0.8,HC,0.863
450,0.95,HC,0.999
460,0.2,HC,64.223
460,0.3,HC,0.494
460,0.4,HC,0.604
460,0.6,HC,0.794
460,0.8,HC,0.885
460,0.95,HC,1.057
470,0.2,HC,0.741
470,0.3,HC,0.512
470,0.4,HC,0.675
470,0.6,HC,0.86
470,0.8,HC,0.943
470,0.95,HC,1.073
480,0.2,HC,0.425
480,0.3,HC,0.579
480,0.4,HC,1.007
480,0.6,HC,0.89
480,0.8,HC,1.007
480,0.95,HC,1.058
490,0.2,HC,300
490,0.3,HC,0.625
490,0.4,HC,0.807
490,0.6,HC,1.106
490,0.8,HC,1.091
490,0.95,HC,1.139
500,0.2,HC,13.941
500,0.3,HC,0.634
500,0.4,HC,0.815
500,0.6,HC,1.086
500,0.8,HC,1.17
500,0.95,HC,1.181
10,0.2,HC,0.001
10,0.3,HC,0
10,0.4,HC,0
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0.226
20,0.3,HC,0
20,0.4,HC,0.001
20,0.6,HC,0
20,0.8,HC,0.001
20,0.95,HC,0
30,0.2,HC,0
30,0.3,HC,0
30,0.4,HC,0
30,0.6,HC,0
30,0.8,HC,0
30,0.95,HC,0.001
40,0.2,HC,0.218
40,0.3,HC,0.001
40,0.4,HC,0
40,0.6,HC,0.001
40,0.8,HC,0.001
40,0.95,HC,0
50,0.2,HC,0.001
50,0.3,HC,0.001
50,0.4,HC,0.156
50,0.6,HC,0.002
50,0.8,HC,0.002
50,0.95,HC,0.001
60,0.2,HC,0.001
60,0.3,HC,0.003
60,0.4,HC,0.001
60,0.6,HC,0.002
60,0.8,HC,0.002
60,0.95,HC,0.002
70,0.2,HC,5.814
70,0.3,HC,0.002
70,0.4,HC,0.002
70,0.6,HC,0.002
70,0.8,HC,0.003
70,0.95,HC,0.004
80,0.2,HC,0.008
80,0.3,HC,0.004
80,0.4,HC,0.004
80,0.6,HC,0.005
80,0.8,HC,0.005
80,0.95,HC,0.006
90,0.2,HC,0.208
90,0.3,HC,0.004
90,0.4,HC,0.005
90,0.6,HC,0.006
90,0.8,HC,0.006
90,0.95,HC,0.007
100,0.2,HC,1.239
100,0.3,HC,0.005
100,0.4,HC,0.009
100,0.6,HC,0.009
100,0.8,HC,0.01
100,0.95,HC,0.01
110,0.2,HC,0.005
110,0.3,HC,0.007
110,0.4,HC,0.008
110,0.6,HC,0.011
110,0.8,HC,0.012
110,0.95,HC,0.013
120,0.2,HC,31.921
120,0.3,HC,0.009
120,0.4,HC,0.01
120,0.6,HC,0.015
120,0.8,HC,0.016
120,0.95,HC,0.017
130,0.2,HC,34.862
130,0.3,HC,0.089
130,0.4,HC,0.019
130,0.6,HC,0.018
130,0.8,HC,0.02
130,0.95,HC,0.021
140,0.2,HC,0.013
140,0.3,HC,0.014
140,0.4,HC,0.235
140,0.6,HC,0.023
140,0.8,HC,0.026
140,0.95,HC,0.026
150,0.2,HC,5.639
150,0.3,HC,0.019
150,0.4,HC,0.021
150,0.6,HC,0.031
150,0.8,HC,0.032
150,0.95,HC,0.032
160,0.2,HC,22.963
160,0.3,HC,0.048
160,0.4,HC,0.026
160,0.6,HC,0.033
160,0.8,HC,0.037
160,0.95,HC,0.039
170,0.2,HC,0.021
170,0.3,HC,0.034
170,0.4,HC,0.032
170,0.6,HC,0.043
170,0.8,HC,0.045
170,0.95,HC,0.047
180,0.2,HC,0.039
180,0.3,HC,0.031
180,0.4,HC,0.042
180,0.6,HC,0.048
180,0.8,HC,0.053
180,0.95,HC,0.055
190,0.2,HC,4.653
190,0.3,HC,0.034
190,0.4,HC,0.046
190,0.6,HC,0.056
190,0.8,HC,0.065
190,0.95,HC,0.087
200,0.2,HC,0.04
200,0.3,HC,0.126
200,0.4,HC,0.05
200,0.6,HC,0.064
200,0.8,HC,0.073
200,0.95,HC,0.076
210,0.2,HC,0.401
210,0.3,HC,0.099
210,0.4,HC,0.216
210,0.6,HC,0.075
210,0.8,HC,0.086
210,0.95,HC,0.089
220,0.2,HC,141.861
220,0.3,HC,0.113
220,0.4,HC,0.067
220,0.6,HC,0.093
220,0.8,HC,0.098
220,0.95,HC,0.099
230,0.2,HC,0.044
230,0.3,HC,0.093
230,0.4,HC,0.081
230,0.6,HC,0.097
230,0.8,HC,0.112
230,0.95,HC,0.114
240,0.2,HC,0.081
240,0.3,HC,0.071
240,0.4,HC,0.17
240,0.6,HC,0.121
240,0.8,HC,0.128
240,0.95,HC,0.131
250,0.2,HC,300
250,0.3,HC,3.92
250,0.4,HC,0.132
250,0.6,HC,0.162
250,0.8,HC,0.187
250,0.95,HC,0.157
260,0.2,HC,1.745
260,0.3,HC,0.13
260,0.4,HC,0.161
260,0.6,HC,0.298
260,0.8,HC,0.181
260,0.95,HC,0.244
270,0.2,HC,0.196
270,0.3,HC,0.12
270,0.4,HC,0.125
270,0.6,HC,0.169
270,0.8,HC,0.181
270,0.95,HC,0.255
280,0.2,HC,1.843
280,0.3,HC,0.317
280,0.4,HC,0.149
280,0.6,HC,0.175
280,0.8,HC,0.228
280,0.95,HC,0.274
290,0.2,HC,71.643
290,0.3,HC,0.199
290,0.4,HC,0.212
290,0.6,HC,0.193
290,0.8,HC,0.225
290,0.95,HC,0.235
300,0.2,HC,300
300,0.3,HC,8.329
300,0.4,HC,0.237
300,0.6,HC,0.218
300,0.8,HC,0.252
300,0.95,HC,0.366
310,0.2,HC,1.027
310,0.3,HC,0.154
310,0.4,HC,0.184
310,0.6,HC,0.244
310,0.8,HC,0.271
310,0.95,HC,0.28
320,0.2,HC,300
320,0.3,HC,0.193
320,0.4,HC,0.389
320,0.6,HC,0.264
320,0.8,HC,0.394
320,0.95,HC,0.312
330,0.2,HC,0.233
330,0.3,HC,1.253
330,0.4,HC,0.258
330,0.6,HC,0.287
330,0.8,HC,0.329
330,0.95,HC,0.338
340,0.2,HC,1.488
340,0.3,HC,0.269
340,0.4,HC,0.385
340,0.6,HC,0.311
340,0.8,HC,0.359
340,0.95,HC,0.372
350,0.2,HC,0.405
350,0.3,HC,0.246
350,0.4,HC,0.269
350,0.6,HC,0.353
350,0.8,HC,0.392
350,0.95,HC,0.406
360,0.2,HC,0.457
360,0.3,HC,0.323
360,0.4,HC,0.35
360,0.6,HC,0.38
360,0.8,HC,0.565
360,0.95,HC,0.455
370,0.2,HC,300
370,0.3,HC,0.487
370,0.4,HC,1.095
370,0.6,HC,0.436
370,0.8,HC,0.47
370,0.95,HC,0.521
380,0.2,HC,1.858
380,0.3,HC,0.37
380,0.4,HC,0.335
380,0.6,HC,0.486
380,0.8,HC,0.516
380,0.95,HC,0.543
390,0.2,HC,0.216
390,0.3,HC,26.301
390,0.4,HC,0.375
390,0.6,HC,0.472
390,0.8,HC,0.575
390,0.95,HC,0.694
400,0.2,HC,0.631
400,0.3,HC,0.335
400,0.4,HC,0.394
400,0.6,HC,0.528
400,0.8,HC,0.586
400,0.95,HC,0.701
410,0.2,HC,0.307
410,0.3,HC,0.349
410,0.4,HC,0.698
410,0.6,HC,0.552
410,0.8,HC,0.722
410,0.95,HC,0.654
420,0.2,HC,0.258
420,0.3,HC,0.707
420,0.4,HC,0.446
420,0.6,HC,0.864
420,0.8,HC,0.688
420,0.95,HC,0.713
430,0.2,HC,0.453
430,0.3,HC,0.45
430,0.4,HC,0.507
430,0.6,HC,0.632
430,0.8,HC,0.719
430,0.95,HC,0.905
440,0.2,HC,0.329
440,0.3,HC,0.428
440,0.4,HC,0.648
440,0.6,HC,0.684
440,0.8,HC,0.787
440,0.95,HC,0.934
450,0.2,HC,2.34
450,0.3,HC,1.564
450,0.4,HC,0.659
450,0.6,HC,0.729
450,0.8,HC,0.974
450,0.95,HC,0.857
460,0.2,HC,300
460,0.3,HC,0.476
460,0.4,HC,0.664
460,0.6,HC,1.033
460,0.8,HC,0.891
460,0.95,HC,1.056
470,0.2,HC,8.181
470,0.3,HC,1.796
470,0.4,HC,0.674
470,0.6,HC,1.172
470,0.8,HC,1.273
470,0.95,HC,1.331
480,0.2,HC,300
480,0.3,HC,0.639
480,0.4,HC,0.786
480,0.6,HC,1.075
480,0.8,HC,1.146
480,0.95,HC,1.288
490,0.2,HC,300
490,0.3,HC,1.296
490,0.4,HC,0.819
490,0.6,HC,1.145
490,0.8,HC,1.134
490,0.95,HC,1.243
500,0.2,HC,0.96
500,0.3,HC,0.805
500,0.4,HC,1.545
500,0.6,HC,1.511
500,0.8,HC,2.136
500,0.95,HC,1.634
10,0.2,HC,0.001
10,0.3,HC,0
10,0.4,HC,0.001
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0.001
20,0.3,HC,0.001
20,0.4,HC,0
20,0.6,HC,0
20,0.8,HC,0
20,0.95,HC,0
30,0.2,HC,0.637
30,0.3,HC,0
30,0.4,HC,0
30,0.6,HC,0.001
30,0.8,HC,0
30,0.95,HC,0
40,0.2,HC,0.003
40,0.3,HC,0.001
40,0.4,HC,0.001
40,0.6,HC,0.001
40,0.8,HC,0
40,0.95,HC,0
50,0.2,HC,0.026
50,0.3,HC,0.001
50,0.4,HC,0.002
50,0.6,HC,0.001
50,0.8,HC,0.002
50,0.95,HC,0.001
60,0.2,HC,0.913
60,0.3,HC,0.002
60,0.4,HC,0.001
60,0.6,HC,0.002
60,0.8,HC,0.003
60,0.95,HC,0.002
70,0.2,HC,0.024
70,0.3,HC,0.005
70,0.4,HC,0.004
70,0.6,HC,0.003
70,0.8,HC,0.003
70,0.95,HC,0.004
80,0.2,HC,2.655
80,0.3,HC,0.034
80,0.4,HC,0.003
80,0.6,HC,0.004
80,0.8,HC,0.004
80,0.95,HC,0.005
90,0.2,HC,300
90,0.3,HC,0.02
90,0.4,HC,0.013
90,0.6,HC,0.008
90,0.8,HC,0.007
90,0.95,HC,0.014
100,0.2,HC,0.019
100,0.3,HC,0.014
100,0.4,HC,0.101
100,0.6,HC,0.011
100,0.8,HC,0.009
100,0.95,HC,0.01
110,0.2,HC,0.006
110,0.3,HC,0.249
110,0.4,HC,0.01
110,0.6,HC,0.011
110,0.8,HC,0.014
110,0.95,HC,0.013
120,0.2,HC,0.047
120,0.3,HC,0.009
120,0.4,HC,0.013
120,0.6,HC,0.015
120,0.8,HC,0.019
120,0.95,HC,0.018
130,0.2,HC,2.132
130,0.3,HC,0.016
130,0.4,HC,0.022
130,0.6,HC,0.021
